ID,Return_to_owner,Euthanasia,Adoption,Transfer,Died
0,0.13273851771131948,0.03629653706083419,0.5145881454830288,0.31278903046238965,0.003587769282427923
1,0.32871357161054543,0.038220216468349416,0.5163670326341103,0.11354469863138293,0.0031544806556113884
2,0.14915970963432823,0.22943523545849007,0.04017614387175714,0.5635030928139474,0.017725818221476307
3,0.24333989011048718,0.1190076413064006,0.07748730725382998,0.5527419945843756,0.0074231667449065585
4,0.45773999694055156,0.21938963692329147,0.057937076259089004,0.2603050624618492,0.004628227415218785
5,0.41234121184669925,0.2240986424391851,0.018616439111234975,0.33936031768906416,0.0055833889138166195
6,0.18503971827016696,0.40754503940692427,0.06048310143506574,0.3299702992687245,0.016961841619118682
7,0.04312062426929593,0.015274417508927517,0.7303244565626958,0.2074934827360055,0.0037870189230746524
8,0.10644334977281525,0.002695564357850674,0.7844087897855399,0.10634120696956952,0.00011108911422543226
9,0.34166163991685505,0.012506529275114702,0.5731090147058128,0.07223613114498084,0.0004866849572361332
10,0.11194197722492978,0.013053570481728288,0.7775188158690021,0.09743085510283257,5.478132150738128e-05
11,0.2660101543448206,0.04511925137176027,0.4228400293258197,0.2657412785106222,0.0002892864469769969
12,0.10705195876628862,0.005018265997378684,0.6281671227766242,0.2585481357993796,0.0012145166603279704
13,0.24830441918838878,0.3453566195916602,0.027860332720642884,0.36116308398880115,0.01731554451050667
14,0.5883604374081887,0.1393813786313145,0.0669775426071679,0.20427345510807077,0.0010071862452586172
15,0.11745139090673702,0.005257596225813596,0.8161683590584805,0.06102825146535216,9.440234361707008e-05
16,0.44201446701839864,0.2268584429064014,0.08122787885462658,0.24797783300603565,0.0019213782145382475
17,0.6578316100317609,0.1182444054120806,0.0772893357759806,0.14525964850484588,0.0013750002753326915
18,0.23455687029141326,0.03279589678896702,0.3405715632027404,0.3846340311546884,0.007441638562191057
19,0.14226646406365542,0.11449207958990834,0.2920841054948548,0.44751242091672677,0.0036449299348550956
20,0.2772428692870388,0.028356453198225703,0.6037946434659178,0.09033676022695011,0.00026927382186889726
21,0.017920631426620533,0.037294870900617005,0.017016299759436092,0.894446379435704,0.03332181847762255
22,0.41175547471688867,0.13266944666939345,0.032147918984504906,0.42106850863995005,0.0023586509892622835
23,0.007881789103306312,0.001887133027210735,0.5623031930813405,0.4271995717804097,0.0007283130077320384
24,0.21793252739266364,0.01849169315548852,0.5871899348577442,0.1752462887479849,0.0011395558461188896
25,0.07483840240466441,0.2117851333622773,0.06114229168672292,0.6346888104823728,0.017545362063962053
26,0.018150251314706527,0.0007906554486703501,0.8881663288850375,0.09273006331566214,0.0001627010359229742
27,0.03315263230571814,0.3154017706363683,0.04586950186860625,0.5158417231899839,0.08973437199932346
28,0.49708429163353307,0.19273919418757202,0.03229021981457227,0.27494215138451394,0.002944142979808561
29,0.41017898540159947,0.19372687507670572,0.046506472506645594,0.3475273547460863,0.002060312268963023
30,0.17832645241357933,0.031006559423520885,0.38879511912108944,0.39649065848373194,0.0053812105580784645
31,0.01716778814841024,0.00025096586689056256,0.8280895196157226,0.1538659379146687,0.0006257884543072159
32,0.07423915529516878,0.20957969647252037,0.021563286391733424,0.6859260983283931,0.008691763512184161
33,0.01949395464165958,0.10001528452350711,0.6614304395105102,0.1996323511707405,0.019427970153582785
34,0.00665539976158792,0.010025900130619513,0.7705484590829975,0.21262311986186982,0.0001471211629253619
35,0.3202888456518174,0.07083978249196234,0.029420750313737247,0.5757792877099266,0.003671333832556338
36,0.05503666027134546,0.04765701711746549,0.02149725141941555,0.8685302669007615,0.00727880429101193
37,0.1522897946327771,0.09927237401336772,0.14106257196692445,0.5970439310164836,0.010331328370448006
38,0.4221283935110422,0.04587200436282142,0.35120610971245175,0.1800115324886462,0.0007819599250382395
39,0.14276941158028852,0.183746195626421,0.018974060263446616,0.6468144215676147,0.007695910962229974
40,0.1608853291134743,0.012788710705854177,0.6122148118519213,0.21231305107769502,0.0017980972510558092
41,0.019122702206625732,0.01506555992427125,0.015115476844972065,0.9258548484203853,0.024841412603745817
42,0.1275621618128876,0.020094738567069857,0.3386131195355993,0.5122075774229722,0.0015224026614709541
43,0.016196953613021703,0.030243257337371703,0.02278234377576223,0.8920232119484771,0.0387542333253681
44,0.0603674250056717,0.38683170971407327,0.008869290573607013,0.5189298589717986,0.025001715734849564
45,0.125878957247846,0.02553378221949816,0.36148721181837784,0.4841077024727266,0.002992346241551558
46,0.2343647855984191,0.03049949044493398,0.3225971256575223,0.40375920615727817,0.008779392141846436
47,0.4374954246225675,0.13798858761434313,0.026505050466772723,0.3950915714487717,0.0029193658475452945
48,0.4442405484793884,0.04592854435053757,0.3147503631646528,0.19390511411813352,0.0011754298872880425
49,0.23306638947598385,0.0640201730545154,0.04111164251539716,0.6578528866409408,0.003948908313162514
50,0.022551233849627744,0.02506990719735126,0.31935819862578285,0.6149517791950339,0.01806888113220356
51,0.5665685438705224,0.04059229102856533,0.21557892203314072,0.175249486874875,0.002010756192896979
52,0.03310151620990072,0.028035550580076545,0.44716139649749304,0.4662416904749093,0.025459846237620227
53,0.016723501223199717,0.0010559374708057861,0.856721790042784,0.12529090675737317,0.00020786450583661078
54,0.11416038018447836,0.34421865537444224,0.023794584534485554,0.5098455278062485,0.007980852100345525
55,0.25618408489761657,0.06096509331064305,0.4474602268763857,0.23424297205957575,0.0011476228557789144
56,0.5096356612610787,0.15313526276008388,0.09197763086852832,0.24382422327388914,0.001427221836420367
57,0.02232935590011175,0.02947915431234078,0.014346256844105107,0.8846359347662737,0.04920929817716972
58,0.03313098907187148,0.004715297027232939,0.04064409263991245,0.9201006412744552,0.001408979986528169
59,0.08962538362406106,0.02159528884419363,0.08841217118895063,0.7923377659096168,0.008029390433178518
60,0.24725142915988588,0.28652365464662943,0.045650365597632456,0.40863290529191454,0.011941645303937867
61,0.4509766839307788,0.1739993204872275,0.03688147931187046,0.3352988341436018,0.0028436821265212476
62,0.17784874662101302,0.12753857749449166,0.040260250988726695,0.6485419611073479,0.005810463788420328
63,0.03179896154025386,0.027719378855635482,0.013039366031415986,0.8862280601575241,0.04121423341517202
64,0.011246547646113573,0.06769585641290989,0.07372274891474595,0.7790727838489832,0.06826206317724795
65,0.3349781551414923,0.012786130955723861,0.5882476078148919,0.06357113816084674,0.0004169679270455332
66,0.033089862255082286,0.0009828350909367699,0.9511778234975548,0.013368420214472165,0.0013810589419550206
67,0.49908050862664544,0.1314760268031209,0.20282075741649858,0.16345014586712692,0.0031725612866081625
68,0.5489743275299409,0.17580995586745501,0.07459476991807135,0.19826134761593917,0.00235959906859379
69,0.021026068742540427,0.005765236383150242,0.054898910010651544,0.9180097084261123,0.0003000764375455174
70,0.03147085050039608,0.0005052629346735245,0.7452248812657546,0.22262818750752816,0.0001708177916482083
71,0.03296262344589049,0.0005445123090076308,0.9462927152489854,0.020178325797490168,2.1823198626818614e-05
